Date,Total Traffic Volume,Exchange Rate,Gross Domestic Product (GDP),Export growth rate,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership,Economic Growth Rate,Interest Rate Category,Export Price Category,Import Price Category
2014-08-22,8154829,1039.251613,393425.4,1.807457341,4.448514851,94.5136129,1840.42,1642.62,19931465.0,Moderate Growth,Low,Medium,Medium
2014-08-23,8671414,1040.580645,393425.4,2.026227091,4.601980198,94.51164516,1839.21,1641.46,19933161.0,Moderate Growth,Low,Medium,Medium
2014-08-24,7650138,1041.909677,393425.4,2.24499684,4.755445545,94.50967742,1837.81,1640.37,19934856.0,Moderate Growth,Low,Medium,Medium
2014-08-25,6939287,1043.23871,393425.4,2.463766589,4.908910891,94.50770968,1836.63,1639.26,19936551.0,Moderate Growth,Low,Medium,Medium
2014-08-26,7372956,1044.567742,393425.4,2.682536339,5.062376238,94.50574194,1836.12,1638.49,19938247.0,Moderate Growth,Low,Medium,Medium
2014-08-27,7473998,1045.896774,393425.4,2.901306088,5.215841584,94.50377419,1835.33,1637.88,19939942.0,Moderate Growth,Low,Medium,Medium
2014-08-28,7610808,1047.225806,393425.4,3.120075837,5.369306931,94.50180645,1833.72,1636.61,19941637.0,Moderate Growth,Low,Medium,Medium
2014-08-29,8163212,1048.554839,393425.4,3.338845587,5.522772277,94.49983871,1832.54,1635.31,19943333.0,Moderate Growth,Low,Medium,Medium
2014-08-30,8674465,1049.883871,393425.4,3.557615336,5.676237624,94.49787097,1831.21,1634.22,19945028.0,Moderate Growth,Low,Medium,Medium
2014-08-31,7565897,1051.212903,393425.4,3.776385085,5.82970297,94.49590323,1830.07,1633.28,19946723.0,Moderate Growth,Low,Medium,Medium
2014-09-01,7467438,1052.541935,393425.4,3.995154835,5.983168317,94.49393548,1829.08,1632.35,19948419.0,Moderate Growth,Low,Medium,Medium
2014-09-02,7525758,1053.870968,393425.4,4.213924584,6.136633663,94.49196774,1828.67,1631.73,19950114.0,Moderate Growth,Low,High,High
2014-09-03,6850483,1055.2,393425.4,4.432694333,6.29009901,94.49,1826.99,1630.38,19951810.0,Moderate Growth,Low,High,High
2014-09-04,7600560,1055.643333,393425.4,4.651464083,6.443564356,94.48221311,1825.72,1629.14,19953787.0,Moderate Growth,Low,High,High
2014-09-05,8153288,1056.086667,393425.4,4.870233832,6.597029703,94.47442623,1824.81,1628.07,19955764.0,Moderate Growth,Low,High,High
2014-09-06,7178187,1056.53,393425.4,5.089003581,6.75049505,94.46663934,1823.95,1627.27,19957741.0,Moderate Growth,Low,High,High
2014-09-07,6614272,1056.973333,393425.4,5.307773331,6.903960396,94.45885246,1822.88,1626.44,19959718.0,Moderate Growth,Low,High,High
2014-09-08,10110492,1057.416667,393425.4,5.52654308,7.057425743,94.45106557,1822.01,1625.44,19961696.0,Moderate Growth,Low,High,High
2014-09-09,8004546,1057.86,393425.4,5.745312829,7.210891089,94.44327869,1821.46,1624.76,19963673.0,Moderate Growth,Low,High,High
2014-09-10,6808613,1058.303333,393425.4,5.964082578,7.364356436,94.4354918,1821.26,1624.56,19965650.0,Moderate Growth,Low,High,High
2014-09-11,6986704,1058.746667,393425.4,6.182852328,7.517821782,94.42770492,1821.11,1624.36,19967627.0,Moderate Growth,Low,High,High
2014-09-12,7572331,1059.19,393425.4,6.239330103,7.434674531,94.41991803,1820.53,1623.94,19969604.0,Moderate Growth,Low,High,High
2014-09-13,7574076,1059.633333,393425.4,6.108721298,7.078765536,94.41213115,1819.61,1623.46,19971582.0,Moderate Growth,Low,High,High
2014-09-14,6259303,1060.076667,393425.4,5.978112492,6.722856541,94.40434426,1818.49,1622.45,19973559.0,Moderate Growth,Low,High,High
2014-09-15,7272693,1060.52,393425.4,5.847503687,6.366947546,94.39655738,1817.51,1621.42,19975536.0,Moderate Growth,Low,High,High
2014-09-16,7329941,1060.963333,393425.4,5.716894881,6.011038551,94.38877049,1817.03,1620.74,19977513.0,Moderate Growth,Low,High,High
2014-09-17,7333443,1061.406667,393425.4,5.586286075,5.655129556,94.38098361,1816.09,1620.34,19979490.0,Moderate Growth,Low,High,High
2014-09-18,7402536,1061.85,393425.4,5.45567727,5.29922056,94.37319672,1814.82,1619.03,19981468.0,Moderate Growth,Low,High,High
2014-09-19,8036841,1062.293333,393425.4,5.325068464,4.943311565,94.36540984,1813.37,1617.59,19983445.0,Moderate Growth,Low,High,High
2014-09-20,8269490,1062.736667,393425.4,5.194459659,4.58740257,94.35762295,1812.1,1616.37,19985422.0,Moderate Growth,Low,High,High
2014-09-21,6964379,1063.18,393425.4,5.063850853,4.231493575,94.34983607,1810.92,1615.25,19987399.0,Moderate Growth,Low,High,High
2014-09-22,7393801,1063.623333,393425.4,4.933242048,3.87558458,94.34204918,1809.86,1613.98,19989377.0,Moderate Growth,Low,High,High
2014-09-23,7327522,1064.066667,393425.4,4.802633242,3.519675585,94.3342623,1809.38,1613.28,19991354.0,Moderate Growth,Low,High,High
2014-09-24,6502503,1064.51,393425.4,4.672024436,3.163766589,94.32647541,1808.64,1612.86,19993331.0,Moderate Growth,Low,High,High
2014-09-25,7458078,1064.953333,393425.4,4.541415631,2.807857594,94.31868852,1807.4,1611.62,19995308.0,Moderate Growth,Low,High,High
2014-09-26,7828925,1065.396667,393425.4,4.410806825,2.451948599,94.31090164,1806.22,1610.24,19997285.0,Moderate Growth,Low,High,High
2014-09-27,8060757,1065.84,393425.4,4.28019802,2.096039604,94.30311475,1805.04,1609.2,19999263.0,Moderate Growth,Low,High,High
2014-09-28,6774625,1066.283333,393425.4,4.149589214,1.740130609,94.29532787,1803.73,1607.93,20001240.0,Moderate Growth,Low,High,High
2014-09-29,6706487,1066.726667,393425.4,4.018980409,1.384221614,94.28754098,1802.81,1607.06,20003217.0,Moderate Growth,Low,High,High
2014-09-30,6029073,1067.17,393425.4,3.888371603,1.028312618,94.2797541,1802.44,1606.31,20005194.0,Moderate Growth,Low,High,High
2014-10-01,7322539,1067.613333,393425.4,3.757762798,0.672403623,94.27196721,1801.95,1606.17,20007171.0,Moderate Growth,Low,High,High
2014-10-02,8111786,1068.056667,393425.4,3.627153992,0.316494628,94.26418033,1801.05,1605.4,20009149.0,Moderate Growth,Low,High,High
2014-10-03,8567944,1068.5,407377.0,3.496545186,-0.039414367,94.25639344,1798.85,1602.97,20011126.0,Moderate Growth,Low,High,High
2014-10-04,8342763,1069.770968,407377.0,3.365936381,-0.395323362,94.24860656,1797.55,1601.73,20013103.0,Moderate Growth,Low,High,High
2014-10-05,7097436,1071.041935,407377.0,3.235327575,-0.751232357,94.24081967,1796.9,1600.78,20015080.0,Moderate Growth,Low,High,High
2014-10-06,7387546,1072.312903,407377.0,3.10471877,-1.107141352,94.23303279,1796.31,1600.41,20017058.0,Moderate Growth,Low,Very High,High
2014-10-07,7377478,1073.583871,407377.0,2.974109964,-1.463050348,94.2252459,1795.92,1599.73,20019035.0,Moderate Growth,Low,Very High,High
2014-10-08,7881935,1074.854839,407377.0,2.843501159,-1.818959343,94.21745902,1795.18,1599.44,20021012.0,Moderate Growth,Low,Very High,High
2014-10-09,7277189,1076.125806,407377.0,2.712892353,-2.174868338,94.20967213,1793.86,1598.09,20022989.0,Moderate Growth,Low,Very High,High
2014-10-10,8052910,1077.396774,407377.0,2.582283548,-2.530777333,94.20188525,1792.86,1597.06,20024966.0,Moderate Growth,Low,Very High,High
2014-10-11,8401436,1078.667742,407377.0,2.451674742,-2.886686328,94.19409836,1791.83,1595.94,20026944.0,Moderate Growth,Low,Very High,High
2014-10-12,7152244,1079.93871,407377.0,2.321065936,-3.242595323,94.18631148,1791.12,1595.28,20028921.0,Moderate Growth,Low,Very High,High
2014-10-13,7096534,1081.209677,407377.0,2.163071414,-3.321908574,94.17852459,1790.3,1594.23,20030898.0,Moderate Growth,Low,Very High,High
2014-10-14,7326305,1082.480645,407377.0,1.999810407,-3.348030335,94.1707377,1789.77,1593.52,20032875.0,Moderate Growth,Low,Very High,High
2014-10-15,7365020,1083.751613,407377.0,1.8365494,-3.374152096,94.16295082,1789.03,1593.15,20034852.0,Moderate Growth,Low,Very High,High
2014-10-16,7334165,1085.022581,407377.0,1.673288393,-3.400273857,94.15516393,1787.57,1591.57,20036830.0,Moderate Growth,Low,Very High,High
2014-10-17,8182218,1086.293548,407377.0,1.510027386,-3.426395618,94.14737705,1786.12,1589.98,20038807.0,Moderate Growth,Low,Very High,Medium
2014-10-18,8499468,1087.564516,407377.0,1.346766379,-3.452517379,94.13959016,1784.35,1588.21,20040784.0,Moderate Growth,Low,High,Medium
2014-10-19,7385871,1088.835484,407377.0,1.183505372,-3.478639141,94.13180328,1782.73,1586.36,20042761.0,Moderate Growth,Low,High,Medium
2014-10-20,6764904,1090.106452,407377.0,1.020244365,-3.504760902,94.12401639,1781.07,1584.79,20044739.0,Moderate Growth,Low,High,Medium
2014-10-21,6555359,1091.377419,407377.0,0.856983358,-3.530882663,94.11622951,1780.4,1583.93,20046716.0,Moderate Growth,Low,High,Medium
2014-10-22,7158010,1092.648387,407377.0,0.693722351,-3.557004424,94.10844262,1779.44,1582.99,20048693.0,Moderate Growth,Low,High,Medium
2014-10-23,7458436,1093.919355,407377.0,0.530461344,-3.583126185,94.10065574,1776.83,1580.51,20050670.0,Moderate Growth,Low,High,Medium
2014-10-24,8127796,1095.190323,407377.0,0.367200337,-3.609247946,94.09286885,1774.31,1578.15,20052647.0,Moderate Growth,Low,High,Medium
2014-10-25,8389503,1096.46129,407377.0,0.20393933,-3.635369707,94.08508197,1771.4,1575.13,20054625.0,Moderate Growth,Low,High,Medium
2014-10-26,7316339,1097.732258,407377.0,0.040678323,-3.661491468,94.07729508,1768.43,1572.36,20056602.0,Moderate Growth,Low,High,Medium
2014-10-27,7455060,1099.003226,407377.0,-0.122582684,-3.687613229,94.0695082,1766.03,1569.84,20058579.0,Moderate Growth,Low,High,Medium
2014-10-28,7404029,1100.274194,407377.0,-0.285843691,-3.713734991,94.06172131,1764.97,1568.5,20060556.0,Moderate Growth,Low,High,Medium
2014-10-29,7226372,1101.545161,407377.0,-0.449104698,-3.739856752,94.05393443,1763.15,1567.0,20062533.0,Moderate Growth,Low,High,Medium
2014-10-30,7450376,1102.816129,407377.0,-0.612365705,-3.765978513,94.04614754,1760.6,1564.32,20064511.0,Moderate Growth,Low,High,Medium
2014-10-31,6287761,1104.087097,407377.0,-0.775626712,-3.792100274,94.03836066,1758.33,1562.09,20066488.0,Moderate Growth,Low,High,Medium
2014-11-01,7869462,1105.358065,407377.0,-0.938887719,-3.818222035,94.03057377,1756.45,1560.28,20068465.0,Moderate Growth,Low,High,Medium
2014-11-02,6748800,1106.629032,407377.0,-1.102148726,-3.844343796,94.02278689,1754.86,1558.4,20070442.0,Moderate Growth,Low,High,Medium
2014-11-03,7348673,1107.9,407377.0,-1.265409732,-3.870465557,94.015,1751.53,1554.89,20072420.0,Moderate Growth,Low,High,Medium
2014-11-04,7347823,1107.613333,407377.0,-1.428670739,-3.896587318,94.0147,1750.4,1553.55,20073937.0,Moderate Growth,Low,High,Medium
2014-11-05,7328172,1107.326667,407377.0,-1.591931746,-3.922709079,94.0144,1748.84,1552.2,20075455.0,Moderate Growth,Low,High,Medium
2014-11-06,7399030,1107.04,407377.0,-1.755192753,-3.948830841,94.0141,1746.81,1550.21,20076973.0,Moderate Growth,Low,High,Medium
2014-11-07,8068307,1106.753333,407377.0,-1.91845376,-3.974952602,94.0138,1744.8,1548.38,20078491.0,Moderate Growth,Low,High,Medium
2014-11-08,8282194,1106.466667,407377.0,-2.081714767,-4.001074363,94.0135,1742.7,1546.1,20080009.0,Moderate Growth,Low,High,Medium
2014-11-09,7262170,1106.18,407377.0,-2.244975774,-4.027196124,94.0132,1740.94,1544.44,20081527.0,Moderate Growth,Low,High,Medium
2014-11-10,7420930,1105.893333,407377.0,-2.408236781,-4.053317885,94.0129,1739.24,1542.68,20083044.0,Moderate Growth,Low,Medium,Medium
2014-11-11,7400239,1105.606667,407377.0,-2.571497788,-4.079439646,94.0126,1738.52,1541.76,20084562.0,Moderate Growth,Low,Medium,Medium
2014-11-12,7213241,1105.32,407377.0,-2.659679798,-4.078449547,94.0123,1737.51,1541.1,20086080.0,Moderate Growth,Low,Medium,Medium
2014-11-13,7257018,1105.033333,407377.0,-2.47029703,-3.977227723,94.012,1735.53,1539.35,20087598.0,Moderate Growth,Low,Medium,Medium
2014-11-14,8053398,1104.746667,407377.0,-2.280914262,-3.876005898,94.0117,1734.03,1538.04,20089116.0,Moderate Growth,Low,Medium,Medium
2014-11-15,8303846,1104.46,407377.0,-2.091531494,-3.774784074,94.0114,1733.15,1537.07,20090634.0,Moderate Growth,Low,Medium,Medium
2014-11-16,7118278,1104.173333,407377.0,-1.902148726,-3.67356225,94.0111,1732.0,1535.99,20092151.0,Moderate Growth,Low,Medium,Medium
2014-11-17,7254881,1103.886667,407377.0,-1.712765957,-3.572340426,94.0108,1731.01,1534.98,20093669.0,Moderate Growth,Low,High,Medium
2014-11-18,7238394,1103.6,407377.0,-1.523383189,-3.471118601,94.0105,1730.41,1534.05,20095187.0,Moderate Growth,Low,High,Medium
2014-11-19,7263418,1103.313333,407377.0,-1.334000421,-3.369896777,94.0102,1729.41,1533.44,20096705.0,Moderate Growth,Low,High,Medium
2014-11-20,7407314,1103.026667,407377.0,-1.144617653,-3.268674953,94.0099,1727.85,1532.03,20098223.0,Moderate Growth,Low,High,Medium
2014-11-21,8150054,1102.74,407377.0,-0.955234885,-3.167453128,94.0096,1726.19,1530.42,20099741.0,Moderate Growth,Low,High,Medium
2014-11-22,8392276,1102.453333,407377.0,-0.765852117,-3.066231304,94.0093,1724.82,1529.15,20101258.0,Moderate Growth,Low,High,Medium
2014-11-23,7362411,1102.166667,407377.0,-0.576469349,-2.96500948,94.009,1723.2,1527.69,20102776.0,Moderate Growth,Low,High,Medium
2014-11-24,7062072,1101.88,407377.0,-0.387086581,-2.863787655,94.0087,1721.69,1526.0,20104294.0,Moderate Growth,Low,High,Medium
2014-11-25,7116068,1101.593333,407377.0,-0.197703813,-2.762565831,94.0084,1720.94,1525.11,20105812.0,Moderate Growth,Low,High,Medium
2014-11-26,7262055,1101.306667,407377.0,-0.008321045,-2.661344007,94.0081,1719.61,1524.28,20107330.0,Moderate Growth,Low,High,Medium
2014-11-27,7217623,1101.02,407377.0,0.181061723,-2.560122182,94.0078,1717.5,1522.31,20108848.0,Moderate Growth,Low,High,Medium
2014-11-28,6340737,1100.733333,407377.0,0.370444491,-2.458900358,94.0075,1715.39,1520.43,20110365.0,Moderate Growth,Low,High,Medium
2014-11-29,6933867,1100.446667,407377.0,0.559827259,-2.357678534,94.0072,1713.51,1518.64,20111883.0,Moderate Growth,Low,High,Medium
2014-11-30,7258042,1100.16,407377.0,0.749210027,-2.25645671,94.0069,1711.74,1517.07,20113401.0,Moderate Growth,Low,High,Medium
2014-12-01,6826319,1099.873333,407377.0,0.938592795,-2.155234885,94.0066,1709.95,1515.42,20114919.0,Moderate Growth,Low,High,Medium
2014-12-02,6657473,1099.586667,407377.0,1.127975564,-2.054013061,94.0063,1708.88,1513.99,20116437.0,Moderate Growth,Low,High,Medium
2014-12-03,6456972,1099.3,407377.0,1.317358332,-1.952791237,94.006,1705.98,1510.71,20117955.0,Moderate Growth,Low,High,Medium
2014-12-04,6717594,1099.112903,407377.0,1.5067411,-1.851569412,94.02654839,1702.39,1508.33,20121175.0,Moderate Growth,Low,High,Medium
2014-12-05,7412773,1098.925806,407377.0,1.696123868,-1.750347588,94.04709677,1700.12,1506.17,20124396.0,Moderate Growth,Low,High,Medium
2014-12-06,7523641,1098.73871,407377.0,1.885506636,-1.649125764,94.06764516,1697.66,1503.65,20127617.0,Moderate Growth,Low,High,Medium
2014-12-07,6448807,1098.551613,407377.0,2.074889404,-1.547903939,94.08819355,1695.18,1501.49,20130838.0,Moderate Growth,Low,High,Medium
2014-12-08,6420028,1098.364516,407377.0,2.264272172,-1.446682115,94.10874194,1693.09,1499.33,20134059.0,Moderate Growth,Low,High,Medium
2014-12-09,6964608,1098.177419,407377.0,2.45365494,-1.345460291,94.12929032,1692.0,1497.97,20137280.0,Moderate Growth,Low,High,Medium
2014-12-10,6973962,1097.990323,407377.0,2.643037708,-1.244238466,94.14983871,1690.34,1496.85,20140501.0,Moderate Growth,Low,High,Medium
2014-12-11,6899670,1097.803226,407377.0,2.832420476,-1.143016642,94.1703871,1686.76,1493.53,20143722.0,Moderate Growth,Low,High,High
2014-12-12,7503377,1097.616129,407377.0,3.021803244,-1.041794818,94.19093548,1682.24,1489.25,20146943.0,Moderate Growth,Low,High,High
2014-12-13,7298377,1097.429032,407377.0,3.021402991,-1.214704024,94.21148387,1677.6,1484.97,20150164.0,Moderate Growth,Low,High,High
2014-12-14,6120209,1097.241935,407377.0,2.887528966,-1.580408679,94.23203226,1672.28,1480.07,20153384.0,Moderate Growth,Low,High,Medium
2014-12-15,6788654,1097.054839,407377.0,2.75365494,-1.946113335,94.25258065,1667.95,1476.03,20156605.0,Moderate Growth,Low,High,Medium
2014-12-16,6391265,1096.867742,407377.0,2.619780914,-2.31181799,94.27312903,1665.67,1473.7,20159826.0,Moderate Growth,Low,High,Medium
2014-12-17,6475573,1096.680645,407377.0,2.485906889,-2.677522646,94.29367742,1662.06,1470.43,20163047.0,Moderate Growth,Low,High,Medium
2014-12-18,6725238,1096.493548,407377.0,2.352032863,-3.043227301,94.31422581,1656.51,1465.09,20166268.0,Moderate Growth,Low,High,Medium
2014-12-19,7569368,1096.306452,407377.0,2.218158837,-3.408931957,94.33477419,1651.12,1460.22,20169489.0,Moderate Growth,Low,High,Medium
2014-12-20,7211909,1096.119355,407377.0,2.084284811,-3.774636613,94.35532258,1644.85,1454.04,20172710.0,Moderate Growth,Low,High,Medium
2014-12-21,5929203,1095.932258,407377.0,1.950410786,-4.140341268,94.37587097,1638.69,1448.18,20175931.0,Moderate Growth,Low,High,Medium
2014-12-22,6652536,1095.745161,407377.0,1.81653676,-4.506045924,94.39641935,1633.6,1443.4,20179152.0,Moderate Growth,Low,High,Medium
2014-12-23,7084776,1095.558065,407377.0,1.682662734,-4.871750579,94.41696774,1631.15,1440.74,20182373.0,Moderate Growth,Low,High,Medium
2014-12-24,7556904,1095.370968,407377.0,1.548788709,-5.237455235,94.43751613,1627.1,1437.47,20185593.0,Moderate Growth,Low,High,Medium
2014-12-25,5619684,1095.183871,407377.0,1.414914683,-5.60315989,94.45806452,1620.94,1431.31,20188814.0,Moderate Growth,Low,High,Medium
2014-12-26,7477674,1094.996774,407377.0,1.281040657,-5.968864546,94.4786129,1615.01,1426.09,20192035.0,Moderate Growth,Low,High,Medium
2014-12-27,7208865,1094.809677,407377.0,1.147166632,-6.334569202,94.49916129,1610.86,1421.66,20195256.0,Moderate Growth,Low,High,Medium
2014-12-28,5992515,1094.622581,407377.0,1.013292606,-6.700273857,94.51970968,1607.5,1419.08,20198477.0,Moderate Growth,Low,High,Medium
2014-12-29,7254149,1094.435484,407377.0,0.87941858,-7.065978513,94.54025806,1603.84,1415.45,20201698.0,Moderate Growth,Low,High,Medium
2014-12-30,6974886,1094.248387,407377.0,0.745544554,-7.431683168,94.56080645,1601.86,1413.62,20204919.0,Moderate Growth,Low,Medium,Medium
2014-12-31,6133645,1094.06129,407377.0,0.611670529,-7.797387824,94.58135484,1598.94,1411.46,20208140.0,Moderate Growth,Low,Medium,Medium
2015-01-01,5875229,1093.874194,407377.0,0.477796503,-8.163092479,94.60190323,1594.85,1407.79,20211361.0,Moderate Growth,Low,Medium,Medium
2015-01-02,6876910,1093.687097,407377.0,0.343922477,-8.528797135,94.62245161,1591.98,1405.38,20214582.0,Moderate Growth,Low,Medium,Medium
2015-01-03,6801399,1093.5,394273.0,0.210048452,-8.894501791,94.966,1587.31,1399.99,20834381.0,Moderate Growth,Low,Medium,Medium
2015-01-04,5844192,1093.658065,394273.0,0.076174426,-9.260206446,94.95377419,1583.94,1397.5,20816384.0,Moderate Growth,Low,Medium,Medium
2015-01-05,6761276,1093.816129,394273.0,-0.0576996,-9.625911102,94.94154839,1580.04,1393.97,20798387.0,Moderate Growth,Low,Medium,Medium
2015-01-06,6655120,1093.974194,394273.0,-0.191573625,-9.991615757,94.92932258,1576.8,1391.01,20780390.0,Moderate Growth,Low,Medium,Medium
2015-01-07,6611790,1094.132258,394273.0,-0.325447651,-10.35732041,94.91709677,1574.43,1389.08,20762393.0,Moderate Growth,Low,Medium,Medium
2015-01-08,6760360,1094.290323,394273.0,-0.459321677,-10.72302507,94.90487097,1569.7,1384.87,20744396.0,Moderate Growth,Low,Medium,Medium
2015-01-09,7415163,1094.448387,394273.0,-0.593195703,-11.08872972,94.89264516,1564.04,1380.06,20726399.0,Moderate Growth,Low,Medium,Medium
2015-01-10,7373941,1094.606452,394273.0,-0.727069728,-11.45443438,94.88041935,1558.9,1375.62,20708402.0,Moderate Growth,Low,Medium,Medium
2015-01-11,6093903,1094.764516,394273.0,-0.860943754,-11.82013904,94.86819355,1553.5,1371.0,20690405.0,Moderate Growth,Low,Medium,Low
2015-01-12,6871099,1094.922581,394273.0,-0.99481778,-12.18584369,94.85596774,1547.42,1365.63,20672408.0,Moderate Growth,Low,Medium,Low
2015-01-13,6846434,1095.080645,394273.0,-1.075331788,-12.41971772,94.84374194,1544.35,1362.95,20654411.0,Moderate Growth,Low,Medium,Low
2015-01-14,6823684,1095.23871,394273.0,-1.153697072,-12.64828313,94.83151613,1540.37,1359.51,20636414.0,Moderate Growth,Low,Medium,Low
2015-01-15,6920658,1095.396774,394273.0,-1.232062355,-12.87684854,94.81929032,1532.39,1352.35,20618417.0,Moderate Growth,Low,Medium,Low
